"","tweets","class"
"2981","pharmacy benefit manager be the first line of defense against rise drug cost unnecessary and burdensome government regulation make it hard for them to save you money","regular"
"2982","martin braithwaite will be out 3 4 month due to problem in his knee cartilage accord to","regular"
"2983","fc barcelona have between 60 and 70 million euro to spend in the winter market and the priority be to sign dani olmo per tv3","regular"
"2984","this have nothing to do with what happen what she be do 6 month before good bad medium make no difference to what happen on that day","regular"
"2985","bos have order everyone to work from home for the foreseeable to avoid the spread of coronavirus this be mental","regular"
"2986","once you go fever tree you never go back","regular"
"2987","pack up and move out of sheff today be one of the hard most emosh thing ive have to do ever s11 ily","regular"
"2988","modern family be a quality show","regular"
"2989","how nice be have friend who be interested in your life n get excite for you x","regular"
"2990","wish my first reaction to everything wasnt cry","regular"
"2991","i think im addict to dead by daylight","regular"
"2992","dan smith play oblivion on his ig live have absolutely top my week off 🥺","regular"
"2993","marry at first sight australia be soooo juicy this season","regular"
"2994","woman say they want a man who have his life together so how come whenever i show one the seven day worth of microwaved broccoli carrot circle and chicken breast i keep in a tupperware in my fridge at all time they be instantly render catatonic with clinical depression","regular"
"2995","thinking of graduate from oxbridge and then make £800 000 per year from a weekly newspaper column explore such topic a the much malign cauliflower","regular"
"2996","fuck off call your book eleanor oliphant be completely fine twee curly license free font horseshit radio 4 book club dick as call your book pussy popping at the homicide casino or i be not read it","regular"
"2997","trader joes orange chicken be lowkey good than the orange chicken at most seattle area chinese restaurant","regular"
"2998","i need like 6 week on a vacation with my bffs to a place with no cell reception and i just think that would solve a lot of our problem","regular"
"2999","sometimes you just really need a good who the fuck be i and what on earth do i want cry","regular"
"3000","motivation wednesday night i be the powerhouse of the cell","regular"
"3001","ive be awake for 21 hour","regular"
"3002","instead of let me get to know you just slide over your amazon order history so i can really capture what kind of person you be","regular"
"3003","i wnat hug","regular"
"3004","denmann brush r so therapeutic to clean","regular"
"3005","ok ok not to be pick me or anything but like ppl who say that the bo burnham special inside be about him adhere to covid guideline be miss the point it not about him stay quarantine out of force necessarily it just about him stay inside and out of hte public eye","regular"
"3006","i think in part be misread some of these antic hes a supremely narcissistic pol and a such he feel he can do just about anything and act just about any way he like he tone deaf and it not a new habit","regular"
"3007","number one lesson 20 year on and we still have enemy test this against any 20 year span in our history resist those who will dominate you","regular"
"3008","i say he still pretty wiley a touch of senility might be turbo charge his wileyness and he naturally love the attention of his courtesan handler","regular"
"3009","orange be a fruit a flavour and a colour and an orange be all three combine madness","regular"
"3010","suck feel like youre bug someone like hello do you want to be in my life or not","regular"
"3011","wish grow your hair be as quick a chop it off","regular"
"3012","suddenly work 7 day a week thought i could cram in load of work to save more money but end up with no day off 😂 stupid","regular"
"3013","i feel devastate for the team and the die hard fan italy do not deserve that win they be bully #euro2020final #eng","regular"
"3014","think id try and watch lose and i be now so hooked i love it #lost #disneyplusstar","regular"
"3015","home pet and car ownership be great fun until you have to replace your roof the cat need surgery and your tire blow out all in a month 🙃","regular"
"3016","the entire aesthetic and stake of the original fast and the furious be immaculate lettys boot sunglass and hair in the her intro couldnt be good","regular"
"3017","the last paper i write a an undergrad be whether i believe math be create or discover i write two paper one defend each and i still dont know which i submit","regular"
"3018","everything go to financial security to be able to afford decent housing","regular"
"3019","awe thats far and kind blessing","regular"
"3020","awe appreciate that kim who know where i will land im go to take my time it make me concerned about the shortage of affordable housing for our age population i dont want to be warehouse","regular"
"3021","come to think of it i actually have never hear a catholic man apologize","regular"
"3022","okay deja vu be do something for me that driver license never do and i think it might have something to do with those wash out low fi drum that come in at like 1 30 10 10 production choice","regular"
"3023","this be not to say i dont love help out on ctl or volunteer i just dont love do it all at once during final to check a box off 🙃","regular"
"3024","animaniacs on netflix amazing","regular"
"3025","spend all morning hike a mountain and explore waterfall normal people take nap to recover i hit the gym twice as hard #goals","regular"
"3026","tweet celebrity 31 year old than you to a fight be a stupid trend id rather get a beer with you and cheer on the and thank you for all the work you do with them","regular"
"3027","lorde write one one song about her dog who pass shortly follow and now im cry on the pink line","regular"
"3028","horseshoe crab be so sweet and gentle i love them","regular"
"3029","my subconscious just be pump the most hurtful scenario into my dream and i for one do not appreciate it","regular"
"3030","whats the diagnosis for when ur dog sit down but headfirst","regular"
"3031","i be the type of kid who would just collect and sit on million of coin or currency in video game because not have that stability make me incredibly anxious and my roommate say i should start see my therapist again","regular"
"3032","ayo govvy hook me up w that stimmy if you know how the flow go y feel","regular"
"3033","love have an asian name because the lecturer never pick on me in these zoom class","regular"
"3034","why do i get the most view when my story be bore","regular"
"3035","youd never be able to sell me magnetic lash","regular"
"3036","just finish different for girl just for one day by not sure which title she prefer amp love it bittersweet amp funny","regular"
"3037","i wonder if the ubiquity of spell checker will change the evolution of language #showerthoughts","regular"
"3038","amaze show last night from w special guest thanks and navetta bros","regular"
"3039","very proud to work for such an amazing trust with such fab people #bbchospital 💙","regular"
"3040","this country be screw let be honest","regular"
"3041","have covid be the weird feel the symptom be constantly change","regular"
"3042","find it very hard to detach my love for the club and it lack of action over mendy in my opinion have anyone play professional game with an open investigation especially this severe be inexcusable","regular"
"3043","i havent say anything in regard to the case the allegation the crime i honestly have no idea how youve drawn that conclusion","regular"
"3044","you can choose not to play a player thats no different in any squad anywhere in the world","regular"
"3045","watch fleabag for the first time and yall werent lie hot priest be indeed hot","regular"
"3046","extremely dangerous of chicago style to give the illusion that what im writing be mature and sophisticated simply because it have footnote","regular"
"3047","try to look up my mom instagram and just type mom into the searchbar do not work","regular"
"3048","just take my little sister fake prom picture at the same place i take mine while one of her friend wore my old dress i be feel very sentimental","regular"
"3049","i be debate whether or not i should mute someone whose tweet constantly piss me off but now that twitter be introduce anonymous dislike im gonna turn their post notifs on","regular"
"3050","the most embarrassing thing ever just happen to me oh my god wait at the le schwab tire for my tire to get repair and they just drive my car up about 15 foot away from me and my phone connect to the bluetooth and i heard my car start blast barbie tingz by nicki minaj","regular"
"3051","i get a shit load of extra taco bell and yknow what when god provide we dont ask question","regular"
"3052","how do i explain to a potential roommate that i like gaudy cringey item not in a haha this statement be so funny but in a new age ironic my life be satire millenialcore kind of way","regular"
"3053","anything david attenborough narrates be gold","regular"
"3054","if drug be ban from sport why isnt makeup ban from beauty pageant","regular"
"3055","simpin aint pimpin","regular"
"3056","dont let anyone ruin your day it your day ruin it yourself","regular"
"3057","summer just fully go to me speak of singstar hun we werent even talk","regular"
"3058","i cant believe quorn chicken nugget be that good","regular"
"3059","how can a person look at lizzo and not think shes hot it make no sense","regular"
"3060","#muspartans wr joseph powell be a full go at practice today good sign for the upcoming scrimmage kalamazoo","regular"
"3061","i need a burner account asap","regular"
"3062","there no way godzilla lose right he literally fought bad kiaju before and still win 🤷🏽‍♂️","regular"
"3063","that be absolutely disgust 🤮","regular"
"3064","how be i forget my mask this far down the line 🙃🙃🙃","regular"
"3065","not even close to pretty but much need 3 point 🔴⚪️⚫️","regular"
"3066","hypothetically if you start a new job and one of your colleague be a jake from love island stan what would you hypothetically do","regular"
"3067","omg flashback to emma blackery girl ball merch and the fact that i spend money on it","regular"
"3068","omg flashback to emma blackery girl ball merch and the fact that i spend money on it","regular"
"3069","every episode of curious george ever the human inexplicably leave a chimpanzee in charge of something important wacky hijinks ensue","regular"
"3070","i be sort of hop for a more gradual transition into winter","regular"
"3071","vote by mail and nagged my husband into actually vote my civic duty be complete","regular"
"3072","boy with mullet deserve everything and more","regular"
"3073","only thing bad than men be bald red sweaty middle age one","regular"
"3074","just get yer jab and shut yer moof","regular"
"3075","what the fuck be this twitter update","regular"
"3076","how do parent of twin make sure they be call them the right name what if theyve actually be call their twin name their entire life and no one know what if my name be actually kyle do my parent mess up too","regular"
"3077","i hope be have a great day","regular"
"3078","this be amaze","regular"
"3079","4 never take a first hour class","regular"
"3080","see you there","regular"
"3081","how be field not the starter","regular"
"3082","jeudy","regular"
"3083","ot ot","regular"
"3084","nah dia deffo get juice last season","regular"
"3085","reminder that city and united finish on the same number of point in 15 16","regular"
"3086","wow we arent the favourite this time","regular"
"3087","cry on the toilet","regular"
"3088","remarkable how little some of u will leave behind","regular"
"3089","sorry man i be suckin off the grid","regular"
"3090","people who sell wed engagement ring on facebook make me very uncomfortable","regular"
"3091","i literally think about a weighted blanket and it pop up a an ad on my facebook 🙃","regular"
"3092","after like 4 month i be finally over an emotionally manipulative asshole and i think i deserve both a slap in the face for take that long and also a pat on the back for get through it🤷🏻‍♀️","regular"
"3093","i have chers dark lady stuck in my head but instead of the word dark lady my brain be substitute dutch baby","regular"
"3094","mmm big fat bake sweet potato for lunch sour cream and hot sauce","regular"
"3095","im a horrible person but one of my very favorite thing be watch huge rich tourist family get on the el and then all fall down when the train start move","regular"
"3096","watch netflix original film scare me because the acting be either really bad or tolerable","regular"
"3097","this world be so small i swear everyone know at least 1 person you might know","regular"
"3098","my washer and dryer be hit the vocal for no absolute reason","regular"
"3099","i miss california 💔","regular"
"3100","im do be replaceable to my friend","regular"
"3101","update almost 10 hour since the first modern vaccine arm stiffness and pain have definitely worsen i cant hold my arm over my head and it hurt to lift my arm up to eat or do anything cant move myself on the bed or do thing with my left arm 😬","regular"
"3102","update my gran call me an emo and walk out","regular"
"3103","wish i be good at sing it actually a bit embarassing","regular"
"3104","might just not wear glass when i leave the house more often im just in a blur and it so much more relaxing than see everyone","regular"
"3105","have my hair cut 😀","regular"
"3106","when i see your face theres not a thing that i would change","regular"
"3107","xmas shop all do thank god 😅","regular"
"3108","be i the only person that be trigger watch a comedy about a 21 year old force into marriage show through the male gaze how much long be we go to normalize this #30weds21","regular"
"3109","these people be our nation amplify their voice with every breath you can #farmersprotest #farmersstandingfirm","regular"
"3110","give the #farmersprotests at least half the time you spend star at menu before eat food come from those very farmer #farmersstandingfirm","regular"
"3111","sometimes i think life be rough then i remember the one time i drink the starbucks witch brew frappachino and i feel less bad that ish nasty","regular"
"3112","i love outerbanks dont get me wrong but like why do they call him john b instead of just john like the only reason someone need to use their last initial be on the bachelor amp theres multiple people with the same name but theres only one john amp they all know his last name","regular"
"3113","this be iconic hannah","regular"
"3114","i cant wait to like get my own place and get a lil cat someday im allergic to cat but it ok","regular"
"3115","i really do genuinely wish him a good and fast recovery he use to bring me a lot of comfort he young and say he get good care but it so traumatic and awful i really hope he do alright","regular"
"3116","hope dream have a good birthday todayy","regular"
"3117","three of my friend be do their viva this week and i be excite for celebration 🍾","regular"
"3118","just download the researcher app if anyone have tip please let me know 🙏","regular"
"3119","do anyone else have to listen to extremely high energy music in order to work or be that just me","regular"
"3120","10 10 reading my yearbook will always cheer me up","regular"
"3121","unreal how much i love my new tattoo","regular"
"3122","cannot believe i be at an actual gig tonight and now im on my way to an actual nightclub truly feel like me again i be thrive","regular"
"3123","can we get an app that doesnt have a chat feature i hate the pressure to socialize on every single platform like be it too much to ask for mindless consumption","regular"
"3124","be a curly haired ginger and walk into a hair salon full of woman be a level of celebrity my social anxiety cannot handle","regular"
"3125","so do anyone else carry their animal around the house on a tour to look out all the window so they know what it like to be big","regular"
"3126","christmas suck didnt get the heelys i want so how be i suppose get these lady to swoon","regular"
"3127","how the heck be i suppose to show off my rad new tube sock when class be online now damn you corona","regular"
"3128","who the bastard that get my cat to develop the kink of like his as slap lord know it wasnt me and im scared","regular"
"3129","who saw new alan partridge and veep last night double dunter of genius comedy d","regular"
"3130","why be there part of a dead animal in the de courcys arcade wheelie bin this morning #fb","regular"
"3131","roll n square sausage and a cup of tea from robyns nest on maryhill rd amaze","regular"
"3132","excite for my transition from a gay who cant drive to a gay that drive badly","regular"
"3133","i have till morning to have write 6000 word and all i can do be listen to tiktok sound","regular"
"3134","think about when i tell my old coworker i have a gf and she say i be so brave","regular"
"3135","i know of no more encouraging fact than the unquestionable ability of man to elevate his life by conscious endeavor henry david thoreau","regular"
"3136","the more i learn about art history in general the more i tend to appreciate modern art and it difference","regular"
"3137","great vacation be mean to recharge u spend four day with some of my best friend in the key and ready to get back to it","regular"
"3138","yall ever just sob in the vinb in","regular"
"3139","do i just drive over an hour to go to the close trader joes and pretend i be still in california yea will i do it again also hell fuck yea","regular"
"3140","should i skip class just to listen to phoebe and maggies iris cover on repeat i think yes","regular"
"3141","go to the bathroom at about 5am yesterday mouse run out from inside the closet pee on my pant pee on the floor mouse go","regular"
"3142","centipede just run across my bed while i be in it knock a year off of my life expectancy for sure","regular"
"3143","drop some creative fun instagram caption","regular"
"3144","what have happen to america people of color cant peacefully protest for basic human right and dignity without run the risk of get beaten or pepper spray but a group of bitter white mostly male can break into the capital with weapon while the police do nothing","regular"
"3145","day 3 of law school law professor there be people who love you and people will listen to you talk about law school not both me think i need to find this unicorn","regular"
"3146","i love the feeling of not study enough and study too much there be never a middle ground during final season of law school","regular"
"3147","hot take but the taylor swift cardigan look like something from justice","regular"
"3148","id like to share that i be the happiest ive be in a very long time","regular"
"3149","when i be take off anesthesia today i tell my mom that i be on chopped and that i didnt do well","regular"
"3150","latinx american please hear #trump call people of your culture rapists murderer and low intellect and vote for","regular"
"3151","someone please explain to me how our queen have time to create the masterpiece of #evermorealbum while soak in folklore success and re record 5 previous album she be too good to u 💙💙","regular"
"3152","why do the end of the good place leave me sob and grieve 😭🥺 i put watch the show off for a long time but would so recommend watch","regular"
"3153","i no longer sympathize with college student and final be there do that ive do worse","regular"
"3154","my vibe be garth brook song the thunder roll but the 3rd verse when the wife shoot her husband for cheat on her","regular"
"3155","just a casual day at oklahoma state university","regular"
"3156","chris tell elaborate story of how he and michael lose 2 different lifeguarding whistle me wow you really blow it didnt you","regular"
"3157","okay but my self esteem have multiply by 772827 since i get my brace off","regular"
"3158","baby write this down","regular"
"3159","it the hypocrisy for me","regular"
"3160","it never to late to take a nap","regular"
"3161","i have to put it on every social medium platform i have because i be so proud of myself i get accept to an internship in australia today","regular"
"3162","it time to address the main problem of homelessness it make me uncomfortable to see it","regular"
"3163","my gfs large cat be the big boy and the dog be the little guy even though the dog be big than the cat i will never explain this bc it not my job to educate you","regular"
"3164","all these antivax and antimask people die of covid i think be less about them stay true to their belief and more that they literally cant imagine it happen to them no matter how much it happen to others rip to you but im different play out on a mass scale","regular"
"3165","if you still drink cow milk please do a quick google search on what be actually in it and what industry your support youll be disgust","regular"
"3166","i cant look at a bug without think how many bell i could sell it for animal crossing have really do a number on me","regular"
"3167","if u delete and download and send me proof i will venmo u money thank u","regular"
"3168","why do we apologize when we get emotional a if no other human ever get emotional too why have we learn to say sorry for a very normal and innate thing","regular"
"3169","catch me in your local sizzler wear acid wash jean my husband sweatshirt and enjoy the simpson halloween special on the tv","regular"
"3170","just eat a toasted pb amp honey sandwich for lunch it be absolute bliss what be you have for lunch today","regular"
"3171","i hate be one of the boy bc one of them just send me a picture of his poop🥲","regular"
"3172","do yall grow up watch happy tree friend or be i just mentally ill","regular"
"3173","idk who need to hear this but im proud of u","regular"
"3174","me and rachel be sit in mcdonalds talk about how we spend too much money on food and a the guy at the table behind u be leave he lay down $10 and say have a great day and walk out im cry","regular"
"3175","sometimes when my dad be mad at me i call him papa smurf and it make him even more mad but i think it hella funny","regular"
"3176","cry in the krispy kreme parking lot cause the girl in the drive thru give me an extra doughnut and tell me to have a beautiful day","regular"
"3177","a week ago i be tell my mom i dont want kid for awhile cause im not ready for the responsibility amp i have a lot to work on to be the best parent i can be but i have a dream i have a baby and wake up sad bc i dont have one 😩","regular"
"3178","you know what work good than therapy watch mamma mia","regular"
"3179","whenever i see a big truck i automatically assume theyre most likely conservative amp racist","regular"
"3180","at every job ive ever work my supervisor get frustrate that i dont retain information immediately or that i need thing to be repeat multiple time and not only be it really dishearten to be treat like im not try or that im stupid it have crush my confidence","regular"
"3181","if you have to announce that you treat woman right i be incline to believe the exact opposite","regular"
"3182","idk how to explain it but watch snap video take energy","regular"
"3183","if he smooth talkin so rockin get everythin that a girl wantin a cutie play it groovy you cant help yourself from doin something stupid think your fallin for his smile butterfly when he say your name get somethin special then hes probably just tall","regular"
"3184","i wish i have a boyfriend for the sole purpose of build my ikea furniture for me","regular"
"3185","some of you actually get to ride in the car shape shopping cart and it show","regular"
"3186","just finish shang chi with best mcu movie","regular"
"3187","no fucking way trump say if only we have robert e lee to command our troop in afghanistan bro he be literally on the losing side","regular"
"3188","try the first hour or so of tale of arise and it already show good sign only major issue i have be the lack of the local co op ive come to expect from tale","regular"
"3189","well if ive learn one thing this week it that there be nothing more mortifying than have to watch back your own recorded talk during a conference","regular"
"3190","i cant quite believe i go to the gym last night instead of the pub","regular"
"3191","cant believe im weigh up spend £12 50 on a hotel chocolate advent calendar for myself but the heart want what it want 😕","regular"
"3192","why do david dobrik amp ben platt give off the same energy","regular"
"3193","how do one go about not make thing up and then convince yourself that the thing youve make up be true what would u call that wrong answer only","regular"
"3194","why do i have bama rush fomo","regular"
"3195","if you wear a bandana a your mask im only go to do the logical thing and assume youre a cowboy","regular"
"3196","watch the #matthanock clip and immediately my mental health regress and not just cos he fuck the nh","regular"
"3197","there nothing more empowering than a new phone case","regular"
"3198","research base tip for help your workforce recover reconnect and re engage","regular"
"3199","discover more of maranda ridgways greet card create for thinking of send a #greetingscard for #easter","regular"
"3200","2br apt notts city centre","regular"
"3201","we live in a society that have normalise debt a a part of our lifestyle let normalise save up our money before buy thing","regular"
"3202","manage your personal budget and work out how best to invest your money to realise your goal","regular"
"3203","invest doesnt need to be complicate invest in a low cost global index fund or etf over the long term have paytience and watch your money grow","regular"
"3204","#bignightin please send a virtual hug to grandma gwen in liverpool from the wigwoods in coventry separate only by mile of cuddle xxx","regular"
"3205","#fancydressfriday #pewithjoe ready to go","regular"
"3206","keep watch the sky uk will be able to see the space station and spacex rocket this even 9 30 9 50 perfect half term timing","regular"
"3207","be there anything good and more comforting to eat when youre ill than toast no there be not","regular"
"3208","lady hale wear the spooky spider brooch ive ever see to deliver a brutal smackdown be iconic","regular"
"3209","im currently get a japanese straight perm so that i have the beautiful sleek hair of my dream","regular"
"3210","be nice to add more to my pot maybe one day i can give some away #algorand","regular"
"3211","join me on to help save our planet in just 2 minute a day #unitedforgood","regular"
"3212","just switch to 🐙 be with but there monthly payment go up and down like a seesaw and now they want even more money so #byebye","regular"
"3213","feel so nostalgic today","regular"
"3214","thing be look up omg i be so excited for this next chapter of my life","regular"
"3215","hug your loved one right every single day life be not promise to u so make every second count","regular"
"3216","facetiming my friend have make me realise how much i miss them","regular"
"3217","bloody lush😍😍😍😍","regular"
"3218","#jackstack 😍😍😍","regular"
"3219","this time last year 🌈💛 there may not be a parade today but the fight for equality never stop celebrate with a socially distanced pride d amp d session #pride2020","regular"
"3220","rewatching wonder woman tonight and i forgot just how much i love this film 💛 when you see something wrong in the world you can either do nothing or do something and i already tried do nothing","regular"
"3221","in case anyone need to hear this today trans people be valid trans woman be woman trans men be men trans non binary and gender non conform people be v a l i d autistic people be not confuse and they be also valid have a nice day","regular"
"3222","one of my workmate get me bubble tea for free bc she work in one of the shop 😭 my heart 😭","regular"
"3223","why do money heist do this to me 😭 my heart 😭","regular"
"3224","got compliment on my skill in da kitchen today by both my manager and the head chef lfg 😎","regular"
"3225","what a fantastic game well do to prime for allow c4 to show it too youve get to see it to be it","regular"
"3226","this tennis be hilariously fantastic to watch so many final be tight cagey error strewn affair not this one #raducanufernandez #usopen2021","regular"
"3227","very sad to hear about sean lock pass a very funny man","regular"
"3228","a i say yesterday i speak the truth thank a lot for a great talk i know the entire year enjoy it though i roughly and learn a lot","regular"
"3229","always ❤️","regular"
"3230","how have marcel kittle be allow to use disc brake his year","regular"
"3231","hannah montana pandora station be so underrated","regular"
"3232","it be such a good day💛","regular"
"3233","this be go to be the long and shortest 20 day of my life","regular"
"3234","i miss amsterdam","regular"
"3235","my fucking dog be a nightmare","regular"
"3236","really need upload season 2 today now thanks","regular"
"3237","lalisa and money be so good and perfect for lisa im so so proud of her and i cant wait for the live performance","regular"
"3238","im not gonna be here for lisas release co im old and tired but good luck lisa i know it gonna be so amazing and ill listen as soon a i wake up","regular"
"3239","i genuinely cant believe that red velvet be finally back after like two year i dont know how it be that long","regular"
"3240","get your vaccine when you can people","regular"
"3241","yes hannah ann more emotion in the finale than in the whole season get him #thebachelor","regular"
"3242","i dont understand how any reasonable and compassionate human can watch the #marchforourlives and not see how crucial gun reform be for a safe and unified america","regular"
"3243","it wednesday im in love","regular"
"3244","wish somebody have tell me all i have to do be wait to month for yuengling to come to texas before i buy five case of it when i be in florida","regular"
"3245","super bum that one of my best friend from high school be a republican","regular"
"3246","itll all be okay in the end 👍","regular"
"3247","when you almost finish four season of scandal in 5 day everything have you think #whatwouldoliviapopedo","regular"
"3248","life be always a little good when you be slightly obsess with a netflix show","regular"
"3249","unpopular opinion a cruise be my idea of hell i dont care how expensive luxurious it be it a firm no","regular"
"3250","not me look at a slightly off coloured patch of skin on my finger all day then remember at 7 35pm that it a 13 ish year old straightener burn that ive have half of my life 🤦‍♀️🙃","regular"
"3251","ive just see the news about sarah harding and genuinely cant believe it so sad so so so young","regular"
"3252","sometimes art school really just feel like im watch a tv show make fun of art school","regular"
"3253","work in a restaurant very quickly remind you how stupid and hateful people be 🙃🙃","regular"
"3254","apply for job be so weird and feel fake","regular"
"3255","very important have my second ultrasound yesterday and hop it just the pcos ive be deal with for the last decade it feel like ive get random lump of broken glass in there","regular"
"3256","have a look at the hashtag for #malignant and tbh it fine the last 5 year have have some really new idea in horror this be no new idea but lot more body horror and hot take im not sure you can do body horror without be some kind of problematic","regular"
"3257","i really need to wash my hair but i be so lazy today","regular"
"3258","report on this ceasefire make it sound like both side agree to stop the violence but you dont get to call a t o when youre get chase down by a leopard this ceasefire be just israel say itll pause it ethnic cleansing for a little while","regular"
"3259","we need an emoji for a neutral face eyebrow raise 😳 this one look embarrass 😧 this one look distress what if we want to show moderate surprise or that our interest have be pique but be still be measure in our expression of it","regular"
"3260","something really great about the initial covid shutdown last year be the way it completely erase march madness from the calendar miss that tbqhwyrn","regular"
"3261","i never think at the start of lockdown that i would say lockdown life would be too overwhelm for me lol","regular"
"3262","isnt it sad that my life basically wouldnt change at all if there be no pandemic like bro i be never do any of that socialise shit anyways","regular"
"3263","i just want someone who would still love me even if i grow that bad moustache","regular"
"3264","im right there with you i always compliment people and it interest the different way it interpreted","regular"
"3265","this be a powerful message you be convey and i have the upmost respect for you for put it all out there","regular"
"3266","she be gentle he wasnt","regular"
"3267","one of these be a massively expensive exercise in push the boundary of what human can achieve and land on mar be also pretty neat this episode be also tackle take note read new old comic book and cheer on a rowing vet","regular"
"3268","it also true it about a dream i have where i be live the videogame doom and kick as to be fair ive be play through doom eternal recently maybe thats whats bring im not a commando to the front of my mind anyway","regular"
"3269","have a listen download it for whatever overly specific amount you think it worth and if you remember the original have a think about how far weve all come since those sweaty pub gig day and like and rt and all that good stuff 😚","regular"
"3270","ad press trip the wildfowl and wetland trust site at slimbridge in gloucestershire have long be a favourite day out for local family read more 👉 #wetlandheroes #familyfun #visitgloucestershire","regular"
"3271","ad the ease of put up and take down the awning along with the extra space and the child want to sleep in it really do make all the difference read the full article olpro cocoon breeze inflatable drive away campervan awning review ad ▸","regular"
"3272","thank you all for your support yesterday amp to everyone who sponsor u we raise over £1000 brighton be a great place to do a marathon too so much support on the course and i be swim in the sea in my running kit within half an hour of finish","regular"
"3273","every dentist office play africa by toto on those overhead speaker while they scrape ur teeth it write into the matrix code","regular"
"3274","set a nap alarm for exactly when class start just to live life on the edge","regular"
"3275","like this if you own a gray bath mat im tryna see something","regular"
"3276","when you ask for fish n chip they give you chicken right it not real fish right","regular"
"3277","olympia sport be have a liquidation sale so we need to buy thing now because theyre all get melt gavin","regular"
"3278","happy birthday kayleigh hope you have a great day ❤️🎉","regular"
"3279","bite my nail","regular"
"3280","a rainy friday be so weird i truly never know how to act","regular"
"3281","why do we all love talk about our pet peeve","regular"
"3282","be think about the vegan burger from kfc since tuesday and im so mad the close one that serve it be fuckin wigan","regular"
"3283","can medium press and general dickhead stop spin the narrative that it a womens job to stay safe and vigilant when they have not experience themselves how terrify it be walk alone at any give time of the day","regular"
"3284","get a strong urge to go down one of those pitch black tunnel slide and just vibe","regular"
"3285","as much a i love ginny and georgia i hate that once again a girl only learn to masturbate bc some creep dude say to i hate cliche","regular"
"3286","thinkin abt coochie","regular"
"3287","do i wanna get back together or do i just not want to feel the pain of a break up","regular"
"3288","why do i find it so hard to get seasonal recipe 😭😭😭 i just want a cute little winter wonderland in my house","regular"
"3289","the christmas clothes in able sisters🥺 why be they so cute ive just spend about 10 min go in and out of the change room to get everything 🎄💛","regular"
"3290","i have the big mindblock with ac for so so long but im actually get back into play a lil bit every day again and enjoy it ❤️","regular"
"3291","when i try to bond with my friend boyfriends i feel like jane goodall","regular"
"3292","i love texting on my laptop so much i enter a flow state of gossip i turn into a bard a town crier all the news thats fit to print","regular"
"3293","just because i mostly write female character do not mean my writing be autobiographical thats so tire it entirely fiction unless the character be say something funny or cool then it straight from my lived experience","regular"
"3294","the receptionist tell me that i need a referral to the cardiologist even though i have be in and out of that department since i be bear she be wrong i be just sit on the phone like 👁👄👁 okay","regular"
"3295","accidentally order a chicken sandwich from mcds without the bun they have to put fried chicken with two pickle on top in a box i hope i make them laugh","regular"
"3296","both door to my house be open for a bit today and neither cat use the chance to escape 🥺 i think they really love u","regular"
"3297","i be so ridiculously proud of the job i do 💜","regular"
"3298","it may have be a year ago and im super proud of everything ive do since but damn i miss uni and see everyone on my course everyday","regular"
"3299","after 22 hour of travel it so nice to be home🥰","regular"
"3300","there far too much imagine if you have kid talk and far too little imagine if you couldnt have kid talk","regular"
"3301","you dont realize how much you need the homies until you get back together after a couple year gotta get out of your thought and comfort zone sometimes and just exist with the real one","regular"
"3302","it hard not be able to have child and see everyone around you have opposite moment but with that be say prop to all you good mom put in work and do the right thing if my mom hadnt put in the work i would be in a whole different place cheer mamas 💎","regular"
"3303","oh my god this be so satisfying to watch look at his scared little face ahahahaha","regular"
"3304","im not really in favour of gun control at all but i find it incredibly interest that american on both the far left and the right will often use the necessity of defend yourself against an oppressive state a the reason for maintain free access to firearms 1 2","regular"
"3305","imagine spending 14 year build an image of be a genuine communist party only to throw it all down the shit can with a year long campaign of be bigoted traditionalist funny how you see much less cpgb ml activity in city all across the uk since this shit start","regular"
"3306","folklore be not a happy album be you all stupid","regular"
"3307","can we girlboss medusa","regular"
"3308","im watch a true crime doc while taylor read harry potter fanfic this be the life ive always want","regular"
"3309","acu candlelight send off get me all emo","regular"
"3310","i ask my swimmer the end of his swim lesson today what his favorite part be amp he say go under the rope it be scary but i know i could do hard thing 🥺🤍","regular"
"3311","ive stand up for myself and what i want need more in the last 6 month than i have in my entire life and of that i be proud","regular"
"3312","when my mom be preggo with me she crave brussel sprout tomato and squash ive be on the veggie grind since before birth 😤","regular"
"3313","if you wear jewelry to the gym i be afraid of you","regular"
"3314","just get a jalapeno seed in my eye it be the bad pain ive ever felt but thank god for me be a biologist chemist amp not be afraid to put my eye under water","regular"
"3315","u know when u leave a banana peel in your hot car and then it smell like a banana laffy taffy but also pretty disgust","regular"
"3316","in 04 my parent have to d r a g me to see napoleon dynamite in theatre cause i think it would be a boring flick abt napoleon boneparte","regular"
"3317","just at work listen to podcasts while unload soda syrup box like the cultured blue collar worker i be","regular"
"3318","crave hot sauce","regular"
"3319","every time someone ask me about get a piercing i tell them to do it cant be unprofessional if everyone have one lt 3","regular"
"3320","i love the word junction","regular"
"3321","not a single conservative tear then for this absolutely drunk on power statement but now that biden make some vague promise he cant and wont back up theyre absolutely quake in fear the crocodile tear be astound hypocrisy be just the conservative platform now","regular"
"3322","civ 2 give u alpha centauri and thats the pinnacle of the series there","regular"
"3323","real disappointment of the trump era be the complete lack of protest punk music in response to him what a wasted opportunity","regular"
"3324","when my girlfriend go to work im not sure what to do tbh","regular"
"3325","it would be sick to retire and have my own green bean farm","regular"
"3326","pro tip dont eat half a jar of spicy salsa late at night","regular"
